Date,Region,TradePolicyScore,ImportTariffs(%),ComplianceRating,InflationRate(%),ExchangeRate,LaborCostIndex,RevenueImpact(millionsUSD),ConsumerSentimentScore,EthicalSourcingScore,AutomationAdoptionScore,LogisticsEfficiency,CarbonEmissionsReduction(%),SustainabilityScore,SupplyChainViolations,RegulatoryFines(millionsUSD)
03-12-1986,Australia,66.48852558,8.416845856,5,8.258151264,1.949374442,95.81881926,37.02669455,56,60,52,69,3.603581495,8,0,14.85602352
04-12-1986,Mexico,66.77317643,6.311061576,8,8.359371879,0.883830821,89.46173186,0.700823564,91,82,77,64,10.4434209,58,18,11.5291323
05-12-1986,Canada,34.00091349,14.41289476,6,8.295730528,1.904265917,21.63212627,17.66482278,54,73,90,12,8.459970732,69,14,4.264994738
06-12-1986,China,47.97323109,24.09607129,1,1.578459379,0.951857544,13.71542201,11.23643594,97,67,29,5,2.416707519,92,18,11.41283841
07-12-1986,Canada,72.91847034,5.00166844,1,0.254323414,1.747139892,71.23005566,7.978123875,78,29,40,11,29.51217574,22,6,13.84454647
08-12-1986,Japan,41.63019311,2.381311373,9,9.831934097,1.496329239,14.42788,-6.951743218,84,96,43,8,8.813123235,85,0,1.693760868
09-12-1986,Australia,35.77529331,2.985016052,8,9.596541957,1.791925148,15.43159585,26.73765044,88,67,36,83,8.171383891,84,15,13.70367551
10-12-1986,Mexico,46.30530283,19.57746691,6,5.643784609,1.96417698,24.33370572,11.92236848,61,8,5,58,12.59791577,16,7,5.402616348
11-12-1986,Australia,41.02189424,8.752620107,1,9.930637167,1.807225525,41.65363818,-23.71177751,59,16,82,90,12.44465225,97,11,0.096889582
12-12-1986,Germany,76.26440974,5.609170692,2,7.705470448,1.105497742,49.14965007,-29.95820925,86,42,36,66,13.0148266,89,5,1.686314557
13-12-1986,Mexico,73.3983321,8.821102959,3,5.173801835,1.721755222,56.74402312,-28.37447609,51,87,0,23,27.19889906,24,9,13.27190894
14-12-1986,Germany,54.98416151,16.13327032,3,3.893310671,1.567476215,99.30593737,-23.92399718,52,56,88,14,1.80709183,37,13,14.73999702
15-12-1986,India,33.06719372,13.66967812,2,5.928632095,0.592405506,44.67094792,-0.323664709,63,12,9,97,28.24935137,2,4,13.4305802
16-12-1986,Japan,65.7281173,18.58973516,2,5.158021017,1.894640147,31.84777869,-5.546745026,96,56,25,62,19.97761441,66,3,6.623049478
17-12-1986,India,61.17058657,8.476853712,6,9.938025267,1.198941637,61.77271677,-17.46860971,69,25,86,49,20.9253229,13,13,14.42115155
18-12-1986,UK,78.52773354,11.30071434,7,4.90460316,0.701675849,29.36358573,11.23594414,94,60,16,95,4.735561185,9,16,6.102753288
19-12-1986,Australia,57.94766201,2.549209224,4,8.359210862,1.138067146,94.64890886,47.61451306,98,61,63,20,9.873767944,65,0,1.705441039
20-12-1986,Germany,46.81968617,1.826466151,1,8.136238231,1.404711868,33.33288718,-17.1442689,53,18,93,0,1.5665816,70,16,5.114122446
21-12-1986,Brazil,55.95108468,11.55638107,6,0.714062735,1.359419188,99.09407221,-9.952682864,75,80,26,96,19.59237116,13,19,14.97631745
22-12-1986,India,78.96316457,7.539915186,7,0.870067673,1.36219047,47.68013713,6.968241798,96,29,74,10,10.19547406,80,8,9.389183982
23-12-1986,UK,64.81812163,15.3200143,4,6.598101148,0.883758925,83.14174066,21.26726023,64,89,67,66,16.53760466,9,15,5.099980659
24-12-1986,USA,63.5988069,1.075054136,6,2.591080067,1.449053674,68.34522925,18.01999927,58,12,17,21,22.58184927,98,2,9.362686458
25-12-1986,Canada,42.03407949,3.04415944,9,6.575270347,1.861122251,94.0144757,11.69594235,52,48,82,73,16.60602311,48,9,6.437037443
26-12-1986,Mexico,67.18012588,21.62977028,4,1.446258943,1.08300042,66.28842576,28.98145709,51,81,99,87,2.144848716,90,16,0.743228881
27-12-1986,UK,67.51359147,14.15779054,4,3.970682272,1.445870424,62.30961815,37.67564474,88,84,49,6,1.849204148,61,15,3.016914455
28-12-1986,Japan,45.86444919,17.80136334,5,1.024702663,0.865980511,68.75672001,49.91735259,90,97,89,48,26.01473276,47,0,0.288530071
29-12-1986,India,54.18569162,21.04930297,3,2.820930768,0.57242153,80.78189789,7.240843996,79,50,64,99,7.864483957,2,18,3.821883342
30-12-1986,Japan,44.73016665,11.59585857,2,0.882985901,1.378597046,90.8957469,49.59652969,86,8,19,0,10.866322,46,14,11.09347549
31-12-1986,Canada,42.93525352,19.0265096,9,9.705786552,0.571324703,34.01334101,28.43995282,66,93,61,64,6.551891767,59,6,2.899778916
01-01-1987,Brazil,31.29480351,13.11463948,1,3.950584345,1.585376892,28.07983827,22.58734009,52,28,74,62,20.96642871,24,7,7.920845684
02-01-1987,Australia,44.26058723,5.568719257,5,9.011887679,1.505529047,13.09147261,21.17464525,58,92,58,63,11.58295876,6,3,10.52405578
03-01-1987,Australia,57.69849749,8.44140422,5,9.71171769,1.053987528,43.30712827,42.85954358,57,82,24,25,13.68976296,76,11,8.230236261
04-01-1987,Japan,30.08005938,12.25876103,8,9.095626601,1.116935164,86.15665206,45.83474448,58,7,82,16,20.23391425,38,1,0.230558074
05-01-1987,Germany,44.16095419,7.922138804,6,4.549596644,1.876641405,16.28716858,-15.72053376,66,80,95,10,18.69193396,42,6,5.450129563
06-01-1987,Brazil,74.07051662,8.388192284,6,7.788972976,0.519700438,58.46680688,9.473907285,73,75,64,66,23.23032249,45,5,6.624457513
07-01-1987,Australia,59.68242926,8.434820781,6,1.536994838,1.344955071,72.53097726,45.31598801,57,14,64,9,22.4646118,88,1,5.14130026
08-01-1987,Brazil,60.3931412,3.070999471,4,0.948326138,1.885041689,85.31677298,0.569026479,63,68,66,65,13.19683515,42,6,8.193956633
09-01-1987,UK,50.16821525,2.11606518,1,8.769014678,1.870980872,62.50872898,-11.38587715,65,33,57,31,5.755642323,28,1,7.697305219
10-01-1987,Brazil,63.82360717,1.162400992,3,0.311201457,1.376983646,26.76880092,-21.78774573,67,51,39,15,6.696590888,82,3,2.811753615
11-01-1987,China,39.49663831,2.773906526,6,9.723273509,1.071844998,96.80826324,17.77740828,98,49,95,25,21.20214517,85,15,11.2796105
12-01-1987,Canada,70.93734052,8.592677303,5,6.721338801,0.648355289,18.51863594,26.02182638,73,66,46,73,7.83868611,65,5,2.417455712
13-01-1987,Australia,35.834456,14.84679514,1,4.196130214,0.760676306,79.20996506,-14.35616109,88,4,99,55,13.21363558,85,9,6.884480554
14-01-1987,Brazil,62.80006773,4.70367318,5,1.413753264,1.519510033,17.79033015,23.89104905,96,97,42,99,3.237168251,98,13,11.34453301
15-01-1987,Japan,47.05746629,22.20022115,2,7.23231151,0.524951126,22.90771969,41.96953537,76,8,7,93,3.667767996,97,2,10.4589343
16-01-1987,USA,67.37564853,20.20956078,1,5.631117544,1.825228365,90.83940343,-10.51364366,77,87,93,8,7.498427856,68,13,6.482788271
17-01-1987,China,57.48822756,13.01317782,4,7.111270074,1.381901705,77.77671927,-20.24000835,56,4,61,4,2.54499574,26,10,11.83380614
18-01-1987,China,52.61765192,18.10524577,6,4.179222056,0.567719993,42.89574441,36.83391781,83,26,33,6,8.236812299,81,10,10.70636844
19-01-1987,Germany,38.4711201,9.158213117,7,0.662600831,0.85965113,67.4851921,43.31571491,76,83,7,99,17.04577878,2,10,5.768038759
20-01-1987,Brazil,61.84107321,0.919444818,9,3.149722006,1.391301366,51.15224995,-12.8110446,83,46,24,64,22.3430634,55,3,13.4327007
21-01-1987,Germany,78.73849217,22.60832119,5,3.150207532,0.553401898,15.98839848,27.71044394,88,61,25,90,0.981081161,63,4,2.129392824
22-01-1987,Germany,71.28017125,3.194837206,8,0.086791583,1.669981103,74.90148547,17.27355704,68,44,90,11,18.01850348,20,5,5.377231823
23-01-1987,USA,33.00040963,23.69843366,8,0.095810151,1.8798831,78.69301514,-10.86428375,55,65,53,79,10.89559352,23,13,10.46714507
24-01-1987,UK,48.81146892,14.29706471,9,3.307582872,1.94183059,89.41072475,35.8926151,79,22,82,47,6.799238944,89,6,13.09466176
25-01-1987,Brazil,76.27915046,7.639076526,3,7.276233848,1.60048887,58.6573612,7.634993175,77,97,86,71,0.955732851,19,5,4.838695944
26-01-1987,India,55.15218738,12.38811558,3,6.240437304,1.785238206,70.58241559,26.02670996,61,60,40,24,9.778116377,51,13,8.418635993
27-01-1987,Australia,63.10559129,12.54074522,9,2.390176467,1.416061193,49.42453765,-5.886173595,64,92,79,12,23.690346,12,15,0.177596247
28-01-1987,Germany,75.62996728,0.582176986,7,6.027626522,1.187815497,38.70183332,35.26252801,94,42,71,40,15.90068702,69,3,5.562641936
29-01-1987,Canada,73.68973452,8.886496297,4,6.473775956,1.56970213,47.05299957,-8.857123314,88,34,62,9,23.2693339,89,17,4.9640251
30-01-1987,Mexico,55.09101878,18.49664499,1,5.225699228,0.836270996,92.0577121,-0.81702054,88,29,93,39,12.3706739,42,6,12.6370636
31-01-1987,Canada,51.88231513,12.75172972,7,5.213539752,0.664676489,24.77541565,1.317535371,64,66,71,32,25.29762799,93,18,1.109650359
01-02-1987,USA,46.98463092,6.105752925,6,3.697478731,1.642776464,32.36498359,-13.48585287,85,9,74,34,4.510632002,77,13,0.931718582
02-02-1987,USA,65.95097216,8.377746501,3,1.233943638,1.937280189,64.55717122,39.94955375,52,55,6,36,24.60101019,36,14,6.640530573
03-02-1987,Japan,44.34933997,21.57635983,5,3.854838001,1.366218998,20.46531894,-20.9209728,50,33,84,91,14.28000859,29,5,6.110835062
04-02-1987,UK,42.49438032,13.13874175,3,3.453343161,1.223813556,90.26780605,15.05032523,56,64,97,15,22.38011018,14,9,2.423398958
05-02-1987,Australia,47.81249473,13.20880306,8,5.919725929,1.301606347,14.25127347,35.13206794,58,5,84,71,7.21266412,82,2,3.950162925
06-02-1987,Germany,38.86075284,24.03668648,5,8.562601688,1.217696277,77.97810639,16.47239542,50,69,68,32,14.58471022,74,12,14.6129173
07-02-1987,Canada,64.7559908,8.022034976,6,3.753751648,1.163300422,43.63552424,-3.84828036,54,42,49,52,21.98376835,83,18,7.697738465
08-02-1987,Mexico,60.81203247,11.98852813,2,7.097352779,1.920553541,14.60490163,32.50840482,96,15,42,34,14.5126563,24,17,1.317796164
09-02-1987,USA,54.14392671,20.29283994,8,8.118303775,1.219644787,85.86351043,9.93419111,85,62,16,54,13.74306396,37,2,0.746202336
10-02-1987,USA,49.51628896,18.97280622,9,2.117515137,0.621653662,67.64142112,-16.95897203,59,64,20,75,24.31983356,42,2,0.629068046
11-02-1987,UK,75.45312714,6.644985548,3,9.016501769,1.648275019,10.79728382,-4.650938012,51,4,5,78,4.870470621,29,16,5.835285612
12-02-1987,Mexico,31.45618925,3.77727619,6,0.704449382,1.087342405,34.07795635,17.35518547,72,24,70,16,14.25305058,39,6,12.9842606
13-02-1987,Mexico,68.45538718,17.5176144,6,9.017193388,1.566040319,41.6841047,22.70212102,88,26,74,26,24.67123749,58,1,12.4937489
14-02-1987,UK,75.09547859,6.44140442,2,1.636328926,1.369354039,39.0320334,13.85056725,78,41,81,20,25.35760462,22,4,5.518295947
15-02-1987,USA,52.31772897,23.06689571,8,3.371696028,1.569770098,54.85078261,-8.239245151,68,54,37,20,3.548203441,43,8,11.61635377
16-02-1987,Australia,57.53452457,3.23119235,5,6.052352202,0.592990936,57.41226621,17.50021121,87,25,62,16,25.50458743,80,2,11.28372686
17-02-1987,Brazil,77.22318439,7.957880003,8,9.056833658,0.550809984,45.7078616,-3.403877344,96,15,11,26,0.364602173,0,7,7.244931662
18-02-1987,Brazil,40.61387576,1.369681173,8,2.557014406,1.067812437,39.85933049,-12.00631401,69,89,21,75,25.66676314,77,3,6.065814929
19-02-1987,UK,56.00674239,17.58263267,3,7.635739135,1.539749207,55.39683955,45.64229272,61,27,2,47,7.94304979,81,2,2.708229315
20-02-1987,Mexico,53.73605636,22.28156622,5,7.104358082,0.83552379,13.02538642,-4.81012775,60,91,18,43,17.34505791,40,17,4.181564811
21-02-1987,Germany,42.91963239,15.89686318,7,1.597087621,1.150101077,68.0681584,-3.150363622,84,29,42,35,0.288879094,61,14,5.080431542
22-02-1987,UK,70.92966152,23.44382539,5,4.794639446,1.971215396,64.53842652,41.74211638,98,76,86,27,21.94478073,59,10,12.1907676
23-02-1987,Australia,74.98002974,3.212599463,6,4.815050932,0.822311832,35.12978198,-18.58456196,56,88,97,24,12.9468462,79,4,8.294294549
24-02-1987,UK,69.09662899,2.193348182,2,3.046118147,1.771915193,26.15639023,16.76758982,72,44,66,72,25.37400306,9,15,3.013717904
25-02-1987,China,39.76794804,20.96031828,8,7.799213165,1.738191327,16.56864754,32.69685082,99,18,86,46,16.66560007,72,18,1.437414163
26-02-1987,Canada,34.33743178,21.38777938,5,9.259338524,1.837028278,62.86093762,-8.106765089,66,12,4,22,25.03970438,77,3,7.449957414
27-02-1987,Mexico,60.27222427,20.77598818,6,7.165724586,1.872712615,61.20102453,37.52648488,97,74,28,74,18.34993856,65,10,9.994749022
28-02-1987,Japan,32.85473803,19.97412256,1,9.72954733,1.260980289,57.99862811,31.57191832,51,22,97,49,22.3760911,56,11,12.28325419
01-03-1987,Japan,63.64129443,9.055709098,2,0.504684711,1.522900675,98.70564414,8.887525381,54,13,4,64,22.43929602,41,4,11.95972004
02-03-1987,Mexico,56.52121102,5.43655209,4,0.372226851,1.428336368,57.83896999,-20.50274362,70,73,92,15,7.399770625,53,9,12.36233578
03-03-1987,Australia,63.13928664,23.2201005,9,8.938586775,0.963422811,74.9611657,47.60857276,62,97,44,49,17.31751971,84,9,6.717710249
04-03-1987,China,59.50853868,7.675004571,6,8.978003697,0.919681379,20.16264447,19.93841792,60,22,53,12,26.21589955,41,18,12.98486262
05-03-1987,China,51.13512848,9.960192054,8,1.071207851,1.012354954,36.90737103,11.36787234,73,39,23,83,26.36629445,65,4,6.669123765
06-03-1987,USA,40.04385901,17.48897399,2,3.574460491,0.827686598,34.79019534,40.83596682,82,63,20,79,11.5412294,69,4,2.521819359
07-03-1987,Canada,45.28510679,7.333902,5,8.353945781,1.636075326,61.83779553,3.708496772,76,84,31,79,9.746823063,10,3,5.960678245
08-03-1987,Brazil,56.22502871,20.47825554,1,1.285406775,1.946859303,39.77319055,15.09130808,84,58,4,34,19.61902519,66,3,5.100376162
09-03-1987,India,62.59340468,1.750865591,4,2.674280726,1.801657613,67.69597842,38.67303907,67,19,61,31,23.35483056,10,1,5.882652504
10-03-1987,Australia,68.97415084,19.77956668,1,6.809960369,0.826910606,72.10807653,1.437774637,70,31,17,86,1.064066152,3,2,9.879288946
11-03-1987,India,68.35853592,15.04628307,9,9.818990545,0.577873206,13.03208535,31.7913264,53,77,34,24,2.802961656,78,3,9.853747753
12-03-1987,India,78.63443716,14.3248411,2,7.971388401,1.635640861,67.57819412,-9.508978168,90,23,79,42,23.36195989,89,7,3.373522791
13-03-1987,Mexico,44.29207243,11.45942598,7,7.773176228,1.085320709,20.51086261,26.18920817,81,45,98,27,13.10397758,99,8,4.738958534
14-03-1987,Japan,33.55553541,6.926139907,3,3.426626637,1.736918924,51.86217717,10.83478909,92,17,87,65,20.02944484,78,7,8.930323454
15-03-1987,Japan,47.28284678,11.60175714,2,6.613430717,1.668853695,75.39189137,-16.80745631,98,93,99,66,24.61090512,48,11,1.261926908
16-03-1987,Brazil,67.16472376,11.2507128,4,1.130882889,1.438115378,73.30104964,-19.11940317,60,91,4,94,22.7040776,21,9,10.32996294
17-03-1987,Mexico,51.90558255,14.59385472,7,9.922670332,0.883009002,36.98402905,6.615056564,52,47,8,96,24.29153491,36,4,2.683384579
18-03-1987,India,70.88942153,7.039357146,7,4.805843178,0.656053652,34.51292654,26.86776872,70,13,3,32,15.41640102,9,4,12.76066706
19-03-1987,Germany,57.46631826,1.939889549,9,6.388078683,0.878972489,49.62038571,18.26367909,92,53,32,46,4.733172613,19,14,6.023814862
20-03-1987,Japan,76.48958613,3.627236166,3,8.761718987,1.264639543,26.98003747,38.37800235,63,20,90,34,14.20524694,95,19,3.312087997
21-03-1987,Australia,77.3931721,17.47943579,7,0.009649618,1.969194463,97.72291114,1.172931944,55,97,21,99,28.89865468,72,2,10.01730613
22-03-1987,Australia,33.4652253,0.562308241,6,9.759824276,0.59553086,41.04253642,37.4913711,78,4,58,63,9.163606153,49,1,8.310462085
23-03-1987,USA,52.82067199,21.41107612,7,3.591593122,0.800108001,93.06939466,-27.03772357,80,30,10,89,12.57812764,30,14,2.579034421
24-03-1987,UK,60.48445306,17.35993319,7,3.395907414,1.440919187,91.74384667,-0.735630678,96,66,68,11,22.96304378,43,12,12.40741561
25-03-1987,Germany,42.79362704,19.20216353,5,1.450633361,0.956546592,42.83640888,-24.16135531,77,86,9,52,2.279201874,30,11,6.79933612
26-03-1987,Japan,50.35383897,20.89961123,9,8.581844103,1.787756449,32.8676169,43.53953364,92,58,2,43,22.71141526,91,13,2.283672972
27-03-1987,China,63.88407706,3.067761098,7,8.708395359,0.709125481,79.37520711,8.024974141,99,43,14,45,8.226380076,74,11,11.94272931
28-03-1987,Japan,41.33671134,20.56127727,7,0.199889989,1.944736285,30.64400628,-4.707484397,85,63,36,10,8.019821203,99,14,2.001517226
29-03-1987,USA,60.09906765,12.61606094,3,0.557252209,1.868562337,56.9121751,9.399016435,77,93,39,69,17.47269864,40,12,14.52057753
30-03-1987,Australia,64.87239141,22.13809597,1,9.183416606,1.831293584,19.9620437,12.62768601,68,41,16,88,7.658614186,3,2,6.627147125
31-03-1987,India,34.52481555,22.16466503,5,1.228681323,0.759603563,44.73389391,37.69859774,52,93,19,45,19.23464879,13,14,10.923334
01-04-1987,China,54.8764658,0.604451094,8,6.20927464,0.994244186,17.03394313,13.3942189,61,99,3,58,27.26554854,45,19,6.779515946
02-04-1987,Mexico,43.1540015,9.571630387,5,6.196504502,1.706145263,35.50956334,4.51051384,85,37,97,58,12.13902722,53,17,2.81344002
03-04-1987,Canada,66.2193178,13.1599699,3,8.697303351,1.711712098,69.87643644,46.90835579,73,6,33,33,28.30660233,92,5,11.37171047
04-04-1987,India,39.47777543,16.95900224,9,5.726541054,1.557763123,99.21764409,47.48465105,61,58,94,98,28.26788242,91,14,4.340355319
05-04-1987,Canada,74.61189578,7.154656167,2,4.340114113,1.172076322,32.93268369,-26.9266573,73,68,33,20,6.227072312,88,11,10.23626749
06-04-1987,Germany,51.54706683,6.303556517,3,9.743807826,0.967383906,52.59891615,26.54766056,50,69,66,81,12.95359802,86,1,3.860590776
07-04-1987,UK,39.90015152,9.531642977,4,2.28815476,1.944436904,50.32415032,-0.259354756,77,48,27,71,29.70341863,32,4,3.616624169
08-04-1987,China,51.90108982,12.52346729,1,2.627180177,0.708893405,26.57382708,24.01597359,65,77,92,97,3.854726778,29,16,6.861684263
09-04-1987,Brazil,50.43718814,23.77865579,4,0.847696548,0.565631091,64.90621326,20.95379152,70,10,78,51,14.26059668,8,12,12.2435905
10-04-1987,China,51.44594797,19.05271167,4,9.753168172,0.51369578,75.22344521,-3.591638932,79,1,35,47,12.95635081,37,12,9.20449578
11-04-1987,Japan,59.27806467,10.73302917,9,7.063602088,1.662540364,23.24975351,48.93269784,83,94,34,77,24.29983405,88,3,0.970032892
12-04-1987,Australia,56.05868625,1.359154461,8,0.120970875,0.585057719,78.14121153,-1.431243704,75,26,40,18,4.86257082,81,15,11.00797045
13-04-1987,Japan,37.48885658,4.213014804,2,7.043140276,1.307965407,73.01454722,20.55852709,84,15,58,83,6.64530207,42,7,8.696565019
14-04-1987,Japan,33.27895363,11.39811061,7,4.041361111,1.050938662,27.76085927,35.07091246,80,63,73,3,5.266598569,6,2,9.353482948
15-04-1987,Germany,66.47077244,20.3456475,6,9.675496917,0.720361835,68.40528626,-18.3628015,65,65,16,31,4.998895821,87,19,5.303672411
16-04-1987,India,57.9858718,9.517388392,7,2.773875022,1.61089323,45.43045114,-5.954528689,91,48,29,89,7.733610539,39,1,8.342424766
17-04-1987,Brazil,47.9500384,13.46241627,4,7.102863387,0.582510247,71.30239772,-14.08218251,78,89,53,27,15.8466261,84,2,5.578330479
18-04-1987,Brazil,70.41789112,22.29512215,5,6.274341504,0.977590758,54.6487167,32.54579398,78,15,51,75,21.20676976,61,10,1.222585067
19-04-1987,Japan,49.40292371,22.84490649,6,0.120499749,1.343286838,14.33239077,34.09668336,58,72,71,57,11.40927396,54,10,12.66645421
20-04-1987,Canada,69.79825448,5.394374911,9,8.852169293,1.103623585,80.82702893,-9.524491084,63,51,22,73,13.38687994,34,9,10.17040084
21-04-1987,Germany,45.28780638,1.089873045,2,1.396126604,0.888722298,60.00399322,-29.66958487,57,72,18,40,23.77180441,42,10,10.05658518
22-04-1987,Japan,33.64226488,7.635263274,9,6.63588779,1.889001507,75.23151606,3.8680395,51,4,36,98,15.7565538,10,16,2.905181469
23-04-1987,UK,76.63198469,17.39505787,1,7.755484508,1.896455583,21.34645974,24.97100912,60,35,58,32,17.69333188,1,6,9.953948479
24-04-1987,Australia,49.72755646,23.77780502,4,6.309276465,1.124141809,74.91452253,19.80017438,51,6,35,13,15.53920692,78,0,3.480459358
25-04-1987,India,69.63462864,1.9258,5,0.971138675,1.090616625,47.22995697,5.655983288,96,60,67,86,23.69170128,78,19,10.31302031
26-04-1987,Mexico,43.95720666,0.712095264,9,9.751791363,0.961077571,81.93403396,-5.844669045,67,95,25,81,5.504455891,4,14,5.002957269
27-04-1987,UK,62.31825561,22.10368032,6,2.368179145,1.783634289,63.92492878,7.950987367,54,28,26,52,29.43755537,39,6,2.362706801
28-04-1987,Canada,73.66554366,18.70363173,4,6.278647699,1.351872929,41.94119127,-28.79177524,56,66,76,75,26.38284876,79,3,13.59396525
29-04-1987,China,32.08220112,24.80621448,2,7.971780583,0.634283319,28.1725257,-24.09035044,72,29,61,41,12.00780523,45,2,1.569754867
30-04-1987,China,71.53178823,9.919822037,5,9.392360099,1.779981055,83.43317518,-16.98585673,68,39,61,35,12.45275721,20,19,11.42681725
01-05-1987,UK,58.56665025,10.40127263,8,6.040105293,1.302329405,60.41733972,20.03242856,68,30,51,24,25.46981586,8,2,1.526635034
02-05-1987,Japan,60.3735877,4.307795932,8,2.590541492,1.123387706,98.87212654,-12.49606311,97,47,43,51,13.36693893,70,19,10.27079465
03-05-1987,Mexico,56.15790004,2.896178815,6,8.366390174,1.006797415,43.61398033,3.870313523,68,90,97,39,15.2448995,26,9,1.65578392
04-05-1987,USA,73.72375516,14.46795026,1,1.63219966,0.649139885,71.71472994,19.71286727,98,5,32,85,22.37927842,16,2,7.632367059
05-05-1987,USA,32.17166786,9.107125032,8,0.222824281,1.935053235,66.05387846,36.44614459,94,61,89,69,11.63969566,65,4,2.819935378
06-05-1987,Canada,43.05141958,2.007911199,4,9.081488584,1.611865276,67.38235384,13.97252164,89,28,83,79,13.62056743,25,19,12.99872374
07-05-1987,Japan,73.78812694,22.17467674,2,5.753889581,0.697666345,76.32819681,-15.82987966,77,8,62,61,1.113567707,71,18,6.02226854
08-05-1987,Brazil,67.61728513,4.958911706,1,0.696414908,1.266903229,22.5197452,46.139162,60,53,71,86,3.995402883,44,9,0.231395243
09-05-1987,Brazil,30.88225801,18.71460868,7,5.797293871,1.333362797,59.46796396,-22.79878804,99,83,79,8,13.7597821,54,8,9.422418783
10-05-1987,India,55.85031416,7.055714903,2,1.450141683,0.751833136,55.82167034,-0.630456719,60,10,68,98,1.369934632,39,10,6.677087084
11-05-1987,Mexico,56.47863404,20.32262077,4,0.313860064,1.140832293,40.82768102,43.70591526,58,18,33,92,9.21039557,15,0,12.89608946
12-05-1987,Mexico,50.04410676,2.959921036,4,1.165240475,1.468619173,49.25352399,18.18667711,63,73,26,77,13.11732188,83,19,6.497162667
13-05-1987,China,44.8696666,18.90179026,1,7.751074285,0.926015858,56.6930869,23.0121809,83,4,35,68,3.048520696,95,12,6.167107202
14-05-1987,Germany,64.08624252,2.452971848,2,7.556609048,0.997413432,38.88300835,-5.864588439,78,86,3,20,1.959766058,31,3,6.811398228
15-05-1987,Canada,40.38952324,11.1728947,1,6.043181349,0.683042716,36.38429488,-23.71691557,98,69,52,52,0.488412047,34,9,12.89781027
16-05-1987,USA,69.9474281,18.35010876,6,2.093282899,1.119860966,76.44453172,-0.739121798,70,94,70,69,14.55967892,63,3,8.802338423
17-05-1987,Canada,70.15185804,4.33045953,3,7.389670658,1.375785927,16.02263284,2.172588545,97,17,36,0,4.405053343,63,7,10.0404363
18-05-1987,Brazil,50.76307188,7.141624721,1,4.080452672,0.674788311,38.16667707,-8.378211075,54,20,99,30,20.65789716,14,16,10.80616329
19-05-1987,Brazil,44.17740055,21.6191748,8,5.107536171,1.422176538,68.83400315,-12.76116876,82,14,87,44,14.78821511,41,1,14.06273284
20-05-1987,UK,44.19390908,22.12798302,4,8.976406933,1.096689822,28.78956715,-1.559303406,58,58,78,27,0.56811233,49,6,12.56280889
21-05-1987,India,54.1145662,1.123386311,7,4.578575237,1.517273382,61.50453718,21.15335014,52,94,49,2,1.771043945,31,2,13.90926392
22-05-1987,Mexico,65.97896124,4.202264634,2,6.263661539,0.972255463,37.19477275,45.92277977,63,73,69,86,27.53350518,29,10,5.149574103
23-05-1987,Australia,47.94343455,2.936798507,6,9.617514918,1.352748857,85.8971146,26.30245894,67,5,25,39,3.730042818,82,17,3.222600632
24-05-1987,Canada,60.50216727,4.492327366,6,4.513898988,1.419204272,41.49903989,32.3682468,61,23,89,3,22.71972036,23,5,3.050842679
25-05-1987,Brazil,49.12422303,24.25469311,7,5.607278982,1.535761099,30.65649056,-5.514642437,72,96,24,69,7.388142936,65,19,12.86701638
26-05-1987,Germany,45.22615946,13.79138122,1,5.844146249,1.635408475,57.70933994,-21.62460138,63,59,32,75,9.646991069,20,13,12.45886846
27-05-1987,China,31.2429758,11.70280976,1,2.407115589,0.704527565,22.20944617,-6.678916362,65,27,66,11,0.743726843,41,12,9.756174171
28-05-1987,USA,30.19570529,24.61168433,2,7.369220623,1.947864113,81.77355707,2.212336907,86,91,72,61,16.68445723,79,1,0.94413576
29-05-1987,India,41.36038389,13.92390325,2,7.266370283,1.765468123,71.20254261,25.19050772,69,73,36,70,14.01133514,99,15,4.770722361
30-05-1987,Germany,50.32031434,16.52794818,5,2.135567415,1.343478174,79.34580142,45.14868536,69,22,37,91,22.34863625,57,7,11.01301932
31-05-1987,India,72.56305837,8.319263651,1,0.133380448,1.835538306,45.89903798,34.74340115,64,78,93,89,27.170679,1,14,3.728531606
01-06-1987,UK,69.92421215,9.552871613,2,9.989415706,1.073649452,85.15030725,-8.687977153,90,45,26,47,16.43126398,15,12,9.360883812
02-06-1987,Australia,43.35826313,14.8602346,6,5.81587733,0.551429827,54.41933177,35.62405451,74,36,12,6,28.56800275,92,0,8.141118328
03-06-1987,Brazil,42.22702215,1.7446446,3,1.810320424,1.590547071,18.52291314,2.93974202,66,13,22,56,4.44441785,6,1,3.940085611
04-06-1987,China,41.36610355,6.397072151,4,2.835654825,1.915016224,30.16263241,-15.96489451,61,47,66,55,10.33936886,54,3,14.01507046
05-06-1987,Germany,46.96186703,4.920293737,1,6.177920422,0.742781995,73.99475214,6.900279086,94,77,86,66,24.89525318,14,12,3.851085739
06-06-1987,India,54.90993598,0.397334829,5,1.37615581,1.465810921,90.67800689,15.05764362,91,70,98,12,16.5994331,22,11,13.42186733
07-06-1987,Mexico,51.9333886,13.42253176,4,0.372806371,1.720138341,18.56670332,31.07240875,88,35,87,51,16.40914479,68,11,8.113978787
08-06-1987,UK,40.91365994,14.02632099,8,7.984798345,1.857600577,87.7793312,-2.008280663,56,81,54,62,13.81157483,0,0,1.377420195
09-06-1987,Mexico,36.5225705,9.598480576,3,7.158462444,0.914791639,81.91628463,-18.25765432,57,59,36,40,0.559987012,68,5,12.50437133
